year,month,T,PriceEarningRatio,PriceEarningRatioSA,PriceDividendRatio,gcr,gip,inflation,recession,unrate,ghousestarts,IndexUMConfidence,gIPBUSEQ,gIPCONGD,gIPDCONGD,gIPDMAN,gIPDMAT,gIPFINAL,gIPMAN,gIPMAT,gIPMINE,gIPNCONGD,gIPNMAN,gIPNMAT,gIPUTIL,gaip,gacr,gaIPBUSEQ,gaIPCONGD,gaIPDCONGD,gaIPDMAN,gaIPDMAT,gaIPFINAL,gaIPMAN,gaIPMAT,gaIPMINE,gaIPNCONGD,gaIPNMAN,gaIPNMAT,gaIPUTIL,TermSpreadS,TermSpreadL,CreditSpread,FEDFUNDS,GS1,GS10,GS20,GS3,GS5,GS7,GS2,GS30,GS3M,GS6M,GS1M,P_oil_WTI,P_oil_Brent,gP_oil_WTI,gP_oil_Brent
1960,1,1960.082,17.11799,18.338285,31.08744,.00141619,.02591555,-.0005504,0,5.2,-.092192,,.03631784,.03123461,.10383207,,.03905486,.02902185,,.0284821,-.01948067,.00456099,,.01523944,.00248341,.00582565,.00984835,-.01321032,.02100337,-.01837422,,-.00234798,.01167154,,.00116574,.02077713,.0355738,,-.00014607,.05372926,.0010276,,.73,3.99,5.03,4.72,4.42,4.99,4.92,,,,,,,2.97,,0,
1960,2,1960.159,16.45428,17.545275,29.30653,.0030247,-.0089369,.0010395,0,4.8,.02902668,100,.00646986,-.01145536,-.01385818,,-.01670492,-.00343881,,-.01304453,.00870447,-.01029228,,-.00614354,.00866039,.03912935,.00271701,-.01780605,.02213401,.02099924,,.12029279,.01402057,,.07546263,.08389448,.02396055,,-.00172093,.0713244,.0006471,,.78,3.97,4.66,4.49,4.28,4.73,4.69,,,,,,,2.97,,0,
1960,3,1960.247,16.23009,17.286021,28.36082,.01333792,-.00901749,.0005499,0,5.4,-.3040044,,.00215102,.00115378,-.01996334,,-.03208457,-.00114611,,-.01654758,.00432472,.00915587,,.00043794,.01709427,.02981645,-.00238246,-.01907456,.02105546,.03912464,,.11122517,.01174003,,.06017499,.08112675,.0148131,,-.01011926,.06070151,.0012563,,.76,3.84,4.02,4.25,4.14,4.29,4.31,,,,,,,2.97,,0,
1960,4,1960.329,16.65237,17.429767,28.67758,.0140241,-.00796117,.0036581,0,5.2,.15040802,,-.01077942,.00688046,-.00118876,,-.03652944,.00114611,,-.02363474,.02661133,.01019645,,-.0087984,-.00242489,.03593268,.00920513,-.01922555,.0361535,.02729565,,.11536816,.02112576,,.06677598,.07093564,.03765462,,.00266626,.06205678,.0011071,,.75,3.92,4.04,4.28,4.23,4.27,4.29,,,,,,,2.97,,0,
1960,5,1960.414,16.71646,17.256171,28.36639,-.0217332,-.0011425,.001034,1,5.1,-.01406273,93.3,.00324715,.00569825,.0094544,,-.01362546,.00686584,,-.00915695,-.01268486,.00337834,,.00156291,-.00975405,.01563441,.00612938,-.00570049,.03926725,.12524737,,.00761666,.02619215,,.00122736,.00327682,.01366757,,-.00955245,.05553129,.0017167,,.82,3.85,4.21,4.35,4.2,4.46,4.49,,,,,,,2.97,,0,
1960,6,1960.496,17.56442,17.823364,29.3641,-.00135351,-.01265025,.0004255,1,5.4,-.01906333,,-.01305236,-.00684123,-.01064457,,-.03252356,-.01146659,,-.0162202,-.00962184,-.00563441,,.00087561,.00488656,-.06362518,-.00524488,-.04354428,0,-.02969933,,-.20872223,-.01065425,,-.12783298,-.0183894,.00910127,,-.03684781,.03787461,.0018798,,.81,3.32,3.36,4.15,4.04,4.01,4.12,,,,,,,2.97,,0,
1960,7,1960.581,17.11135,17.376806,28.6359,.00091255,-.00347917,.0017607,1,5.5,-.04092224,,-.0121086,-.009197,-.03879324,,.00588645,-.00578298,,.00116574,-.00754605,.00225607,,-.00832511,.00243671,-.08832462,-.00547381,-.07285624,-.0394934,-.17092048,,-.23591189,-.04206306,,-.14751452,0,.0079339,,-.04809638,.03659449,.0013966,,.81,3.23,3.2,3.9,3.91,3.63,3.79,,,,,,,2.97,,0,
1960,8,1960.666,17.29896,17.582113,28.97949,-.00260921,-.00116242,.0016971,1,5.6,.11583182,97.2,-.01337563,.00230865,.0110633,,-.00588645,0,,-.00467567,.00862005,2.501e-06,,-.00526653,.00727471,-.08060384,-.0062339,-.08867017,-.0221311,-.16251822,,-.23505583,-.03862425,,-.14200579,-.01308603,.02497407,,-.03733607,.0315168,.0012573,,.8,2.98,2.95,3.8,3.84,3.41,3.62,,,,,,,2.97,,0,
1960,9,1960.748,16.76147,17.052015,28.10769,.00319024,-.01051877,.0006054,1,5.5,-.20307106,,-.00901753,-.00461971,-.01229776,,-.0130672,-.00581662,,-.0165507,-.00862005,-.00338978,,-.00707984,.00482057,-.06552049,-.00827,-.09199235,-.02328488,-.14255488,,-.20163871,-.03628394,,-.11667356,-.00975743,.0158182,,-.01812369,.01561546,.0008737,,.76,2.6,3.07,3.8,3.86,3.43,3.61,,,,,,,2.97,,0,
1960,10,1960.833,16.43119,16.605105,27.55385,.00323273,-.00117608,.0011493,1,6.1,.12735924,,-.00796053,.01036089,.01107689,,-.01203505,.00465431,,-.00358118,-.00433879,.01013009,,-.00605102,-.00120297,-.03721489,-.02335516,-.07069771,-.00688046,-.07137345,,-.11962117,-.02088069,,-.063478,-.03964201,.01455033,,.00371736,.03458905,.0016942,,.81,2.47,3.04,3.89,3.92,3.53,3.76,,,,,,,2.97,,0,
1960,11,1960.915,16.9633,17.146088,28.44615,-.00485485,-.01421765,.0033796,1,6.1,0,90.1,-.0022794,-.01849784,-.0336057,,-.04329302,-.01168091,,-.02666925,-.00326612,-.01013009,,-.01052625,.00239983,-.02078721,.00339689,-.07278596,-.00113935,-.04943781,,-.06005348,-.01957554,,-.02443231,-.02586289,.01781528,,.01612361,.06522662,.0015036,,.77,2.44,3.08,3.93,3.96,3.6,3.81,,,,,,,2.97,,0,
1960,12,1961,17.37003,17.562091,29.1282,-.01383252,-.01927834,.0001807,1,6.6,-.15884332,,-.02315667,-.0070255,-.03477443,,-.04791386,-.01301032,,-.02740003,-.00109158,-.00113248,,-.00277304,.00120008,.00576769,.00592484,-.05163494,.01701469,-.00595975,,-.00354547,.00115427,,.00698311,-.00754605,.02785741,,.02517384,.05688888,.0011311,,.75,1.98,2.86,3.84,3.91,3.42,3.67,,,,,,,2.97,,0,
1961,1,1961.082,18.60436,18.470417,30.67803,.00118726,.00121612,.0001807,1,6.6,.10695849,,.00700587,-.00825879,-.03738909,,.0118652,-.00238697,,.00880056,-.00109128,.00339361,,.00399087,.00120329,.02069161,.00066585,-.03378653,.03517182,.05061539,,.01514152,.01382254,,.01964341,.00324142,.02998728,,.03899607,.05445217,.001358,,.78,1.45,2.81,3.84,3.9,3.39,3.67,,,,,,,2.97,,0,
1961,2,1961.159,19.73651,19.234015,31.99148,.00226461,-.00121612,.0009632,1,6.9,.03570325,91.6,-.00934407,.00590693,-.00545592,,-.01584885,0,,-.00753579,-.00438156,.0067479,,.00461677,.0035827,.03091238,.0053765,-.01582858,.03952958,.04189902,,.04163027,.02066489,,.04358405,.01279451,.03869938,,.06305115,.06204292,.0008701,,.8,2.54,2.93,3.78,3.84,3.46,3.66,,,,,,,2.97,,0,
1961,3,1961.244,20.75081,19.844225,33.05155,.01130182,.00606587,-.0006019,0,6.9,.06779585,,-.00117115,0,0,,.00133255,.0011942,,.00878464,.00765332,0,,.01965032,.00119293,.04030282,.00619956,.00789766,.02739779,-.00372117,,.06819294,.02192792,,.06237778,.02035422,.03665083,,.06658592,.06738891,.0011166,,.8,2.02,2.88,3.74,3.81,3.35,3.6,,,,,,,2.97,,0,
1961,4,1961.326,21.443,20.382843,33.93299,-.00106106,.02034443,-.0006022,0,7,-.1179736,,.01051522,.02328488,.06999267,,.0454881,.01654937,,.02956082,-.00327325,.00892859,,.01304265,.01654869,.06048542,.00758188,.01473707,.04370679,.03959538,,.0857996,.03649088,,.08371578,.04567917,.04381838,,.0994317,.07530827,.0012058,,.76,1.49,2.88,3.78,3.81,3.33,3.57,,,,,,,2.97,,0,
1961,5,1961.411,21.80328,20.598607,34.27835,.00501885,.01528517,.000542,0,7.1,.05180774,92.5,.00115891,.01143936,.03139004,,.04594222,.00817098,,.02988874,.00109427,.00664329,,.01396916,.02088352,.09008802,.02073868,.04365003,.0795938,.11693556,,.14889439,.06813048,,.12350084,.05102088,.06354908,,.12521713,.07402419,.0010298,,.74,1.98,2.87,3.71,3.74,3.23,3.47,,,,,,,2.97,,0,
1961,6,1961.493,21.65676,20.332415,33.82474,.00117444,.01390466,.0004816,0,6.9,.1181449,,.00809865,.01131282,.03283349,,.02398445,.00926323,,.01519523,.008695,.00440772,,.00992585,-.00345119,.11805097,.04019084,.07008938,.08877386,.16957168,,.21301772,.08770614,,.16491647,.05107521,.06468156,,.14240722,.07727469,.0012823,,.7,1.73,3.06,3.88,3.89,3.63,3.81,,,,,,,2.97,,0,
1961,7,1961.578,21.54992,20.146644,33.61638,-.00434644,.01144475,.0021641,0,7,-.03460043,,.00573981,.00896013,.0177819,,.02457344,.00688529,,.01382604,.00324142,.00438595,,.00549712,0,.10815024,.03819476,.05980083,.08947535,.18458532,,.20007862,.08462233,,.14859219,.04383378,.05703265,,.11063264,.09149006,.0016981,,.68,1.17,2.92,3.92,3.93,3.59,3.84,,,,,,,2.97,,0,
1961,8,1961.663,22.27494,20.941688,34.70484,.00210144,.00905835,.0008403,0,6.6,-.0173786,99.2,.00458231,.0066664,.00234694,,.0206023,.00684235,,.01926497,.01817314,.0087146,,.01878855,.01486547,.12559201,.03431229,.08328893,.09004765,.19568221,,.22766352,.09444354,,.17217974,.05343124,.05665976,,.13552259,.08462241,.0013365,,.66,2,3.06,4.04,4.04,3.76,3.96,,,,,,,2.97,,0,
1961,9,1961.745,22.05246,20.705243,34.31633,.0040133,-.00112833,.0011393,0,6.7,.08542221,,.01470871,-.0167515,-.05791795,,.01349546,-.00455359,,.00224302,-.00106034,-.00543832,,-.00354507,.01016655,.124878,.03019088,.09733331,.09755633,.21019846,,.22844567,.10297505,,.16445857,.05096675,.06299672,,.11691336,.09107765,.001275,,.67,1.88,3.06,3.98,4.04,3.73,3.9,,,,,,,2.97,,0,
1961,10,1961.83,21.95907,20.92419,34.34343,.00461504,.01900651,-.0000599,0,6.5,-.00984537,,-.00112112,.02666989,.05439344,,.00557161,.01921727,,.01775683,.02098616,.01729764,,.02679477,.0067164,.10666247,.03338184,.09319854,.08278088,.16322151,,.18190425,.09605382,,.13383428,.05009024,.05511845,,.10272899,.07016574,.0014423,,.71,2.26,3.05,3.92,4.01,3.62,3.8,,,,,,,2.97,,0,
1961,11,1961.912,22.61296,21.857958,35.54,.00830195,.01538495,.0000599,0,6.1,-.02142939,93,.02663355,.01738917,.04373448,,.01980177,.01995868,,.01311582,.00207559,.00960061,,.01525918,.00111575,.09031149,.03494477,.09203963,.07662438,.14046348,,.115629,.09213544,,.09004979,.0437855,.05476563,,.09105823,.06554288,.0012155,,.72,2.61,3.07,3.94,4,3.61,3.82,,,,,,,2.97,,0,
1961,12,1961.997,22.48903,22.04148,35.51485,.00561964,.00868461,.0002397,0,6,-.01454571,,.00328267,.00215457,.01786169,,.01620946,.00656534,,.0140156,-.00103726,0,,.01441705,.00445059,.07427566,.02746769,.09342517,.05896931,.08919944,,.08077379,.08181366,,.07162088,.034046,.04721879,,.08678253,.07649061,.0011135,,.68,2.33,3.18,4.06,4.07,3.72,3.91,,,,,,,2.97,,0,
1962,1,1962.082,21.25231,21.197931,34.08054,-.00080881,-.00868461,.0018557,0,5.8,-.0029347,,-.00328267,-.0075573,-.02237545,,-.0010739,-.00547078,,-.00752373,-.00833271,-.0042553,,-.02778371,.01541865,.072399,.03397781,.09604326,.06683415,.09306273,,.0670711,.08758441,,.06639623,.03706097,.05533294,,.08276572,.08499454,.0011905,,.66,2.15,3.28,4.08,4.1,3.76,3.94,,,,,,,2.97,,0,
1962,2,1962.159,21.2145,21.451688,34.53448,-.00161787,.01622565,.0027473,0,5.5,-.06292337,99.9,.01414403,.00647924,.00564098,,.01173605,.00982122,,.01605176,.0052159,.006375,,.02950672,-.00328495,.06439857,.03318295,.10181635,.04863122,.07670039,,.05292936,.07864445,,.04927113,.02819963,.03725737,,.06437855,.06588615,.0010253,,.65,2.37,3.28,4.04,4.12,3.69,3.89,,,,,,,2.97,,0,
1962,3,1962.244,20.85757,21.443159,34.45588,.00718041,.00535185,.0013112,0,5.6,.12142792,,.01287323,.00750868,.01451626,,.0021147,.0097257,,.00106347,.00518883,.00633696,,.00104108,.00764817,.0718472,.03894758,.08606949,.07169162,.14756458,,.04799516,.08738887,,.05553799,.02616566,.04894683,,.07438013,.05890348,.0007535,,.65,2.85,3.06,3.93,4.04,3.45,3.68,,,,,,,2.97,,0,
1962,4,1962.326,19.99512,20.658336,33.24913,.00212989,.0021289,.0011311,0,5.6,.05461418,,.00638044,.00850943,.02301571,,-.00105332,.00962814,,-.00106347,-.00414976,.00105032,,-.00114171,-.00436322,.05389083,.02772491,.09131564,.04292407,.09744835,,.04561088,.06921847,,.03778117,-.00729438,.02748689,,.0409403,.05746703,.0007528,,.69,2.78,2.99,3.84,3.93,3.38,3.6,,,,,,,2.97,,0,
1962,5,1962.411,18.32879,19.089368,30.677,.00658178,-.00106581,.0005948,0,5.5,-.02727139,95.4,0,.00528286,.00863201,,-.02033304,.0042526,,-.01389575,-.00521047,.00629046,,.0022984,.01626066,.04269546,.03140391,.06468208,.03181737,.05477847,,.03320924,.05343256,,.03310343,-.00415407,.02204858,,.03785814,.06683637,.0008804,,.72,2.36,3.03,3.87,3.92,3.4,3.66,,,,,,,2.97,,0,
1962,6,1962.493,16.0317,16.827571,27.00485,-.00630264,-.00213117,.0006538,0,5.5,-.05474176,,.00948419,-.00634225,-.01843055,,-.01087075,-.00105856,,-.00323368,-.0010445,-.00313912,,.00565015,.00749655,.03401085,.03017295,.05521609,.03383017,.04435209,,.01172353,.04998069,,.01382187,-.01568213,.02722551,,.01669351,.06446967,.0006101,,.74,2.68,3.03,3.91,3.96,3.39,3.64,,,,,,,2.97,,0,
1962,7,1962.578,16.32378,17.141326,27.56608,.00216368,.00956809,-.0005944,0,5.4,.03223825,,.00835791,.01682496,.02164519,,.01087075,.01265604,,.00860139,.00625639,.01250009,,.00148031,.00850392,.04998151,.0294859,.05435877,.05378378,.07725545,,.0170248,.06987032,,.02556221,.00729438,.04482169,,.04044759,.06863039,.0008964,,.71,2.71,3.29,4.01,4.05,3.62,3.8,,,,,,,2.97,,0,
1962,8,1962.663,16.67237,17.571263,28.22513,.00130658,.00105792,.0014853,0,5.7,.04517114,91.6,.0103554,-.01153652,-.0140154,,.00646055,-.00209761,,.00213987,.0093118,-.00936097,,.00040138,-.00424292,.04510499,.02630507,.05463562,.05853483,.0820327,,.016821,.06819552,,.0241221,.02263465,.04959671,,.03259101,.085093,.0007165,,.71,2.93,3.2,3.98,4.01,3.46,3.71,,,,,,,2.97,,0,
1962,9,1962.745,16.4306,17.321461,27.88461,.00977793,.00632031,.0049155,0,5.6,-.13607724,,-.00103815,.0063089,.01294624,,.00856127,.00419083,,.00850988,-.00309431,.00625114,,.00645651,.00318388,.04588603,.0232425,.03560443,.05507952,.06958641,,.02714567,.05948486,,.03746381,.01947783,.04828795,,.04741542,.06935365,.0007936,,.71,2.9,3.06,3.98,4,3.41,3.7,,,,,,,2.97,,0,
1962,10,1962.83,15.70455,16.739821,26.7901,-.00660763,.00105014,-.001064,0,5.4,.14656914,,.00412503,-.00209766,.0042772,,.00318733,.00104687,,0,-.01247388,-.00416231,,-.00664506,.00527995,.05289199,.02387399,.03843628,.05060455,.05480799,,.04959247,.05490916,,.04767993,.02362899,.05024157,,.04587445,.07066572,.0009462,,.71,2.9,2.98,3.93,3.94,3.33,3.64,,,,,,,2.97,,0,
1962,11,1962.912,16.57039,17.854386,28.41014,.01198094,.00418958,.0007685,0,5.7,.05643336,95,0,.00628247,.0010646,,.00740013,.00417277,,.00843808,.0052159,.00416231,,.01217702,.01048509,.06600564,.01671169,.03538194,.04733537,.06245324,,.10069516,.05065656,,.08458745,.05291226,.04094717,,.05857274,.06554348,.0006972,,.71,2.94,3,3.92,3.93,3.4,3.6,,,,,,,2.97,,0,
1962,12,1962.997,17.06812,18.585836,29.40845,.00438868,0,-.0004729,0,5.5,-.03641331,,-.00618332,.00416737,.00743531,,-.00527625,.00311347,,-.00526596,-.01256532,.00517692,,-.00674759,.00208389,.07112713,.03149107,.0299786,.0596894,.09789441,,.1135218,.05574096,,.09176752,.04499723,.04508935,,.06025615,.06407266,.0004462,,.68,2.93,3.01,3.86,3.92,3.37,3.56,,,,,,,2.97,,0,
1963,1,1963.082,17.66336,19.259232,30.44925,-.00149586,.00728605,.0024801,0,5.7,-.22891465,,-.00414,.01239631,.01052791,,.00422737,.01441885,,.00421661,.0146438,.01334088,,-.00402963,.01957937,.05756996,.03319654,.03576876,.0398618,.07525515,,.08592878,.04308492,,.07326502,.04968007,.02857321,,.05044622,.04954691,.0005628,,.7,2.92,3.04,3.83,3.93,3.4,3.58,,,,,,,2.97,,0,
1963,2,1963.159,17.83227,19.469191,30.75588,-.0047987,.01134913,.001061,0,5.9,.15736096,98.4,.01442088,.01123028,.01041823,,.01153225,.00814642,,.01461166,.02055617,.01115003,,.02165014,.01317766,.05850857,.03413183,.04922971,.05938374,.09125427,,.05231849,.05616624,,.06213188,.0443173,.04893918,,.07120808,.05981166,.0006764,,.7,3,3.01,3.92,3.97,3.39,3.66,,,,,,,2.97,,0,
1963,3,1963.244,17.70081,19.288065,30.54419,.00411785,.00613289,-.0007662,0,5.7,.05218575,,-.00615795,.00405337,.00206997,,.01243937,.00101504,,.01440518,.00203201,.0050282,,.01586549,-.00809118,.06210797,.021059,.04732039,.05605363,.09599001,,.0758555,.05495047,,.0735034,.04642548,.03969907,,.0738499,.065595,.0006855,,.69,2.98,3.03,3.93,3.98,3.41,3.68,,,,,,,2.97,,0,
1963,4,1963.326,18.31973,20.150077,31.73534,.00276138,.00913486,-.000059,0,5.7,.09625793,,.00921229,.00403446,.00823728,,.02139347,.00505244,,.00915264,1.389e-06,.00300394,,-.00268268,-.00305115,.06794248,.02562632,.06074134,.06506418,.09268753,,.08249241,.0608088,,.07939004,.05296476,.05181366,,.08251361,.06822235,.0006881,,.66,2.9,3.11,3.97,4.03,3.5,3.74,,,,,,,2.97,,0,
1963,5,1963.411,18.47408,20.507586,32.12524,-.00058052,.01204784,.0015907,0,5.9,-.02883083,91.7,-.00305433,.00201368,.01627726,,.03076966,0,,.02301177,.02407281,-.00300394,,.0149967,.01113843,.06864416,.01976703,.06843963,.05976502,.10130491,,.08093573,.05859971,,.07680415,.05368346,.04666022,,.07879628,.06655509,.0006505,,.63,3,3.12,3.93,4.02,3.54,3.72,,,,,,,2.97,,0,
1963,6,1963.493,18.25781,20.38415,31.86818,.00847673,.00299031,.0021758,0,5.6,-.03283045,,.00408085,.00601178,.01701062,,.00195588,.00402585,,.00394639,-.00895953,.00100306,,.00733355,.00602573,.06669052,.02629363,.07270886,.06147976,.09675335,,.08329452,.05940562,,.07621792,.06526302,.05036397,,.07108334,.06739453,.0006582,,.61,2.99,3.2,3.99,4.02,3.61,3.81,,,,,,,2.97,,0,
1963,7,1963.578,17.80155,19.969232,31.34801,.00386916,-.00398907,.0019952,0,5.6,.01624021,,.01414807,-.00300264,-.00099407,,-.01672227,0,,-.00990111,.01093923,-.00401605,,-.00832961,-.00602183,.06816593,.02997186,.10245228,.05881155,.08814443,,.08101095,.05568214,,.07979789,.06434416,.04679937,,.09224593,.06421753,.0006563,,.58,3.02,3.48,4.02,4.06,3.76,3.89,,,,,,,2.97,,0,
1963,8,1963.663,18.10714,20.472638,32.16611,.00224187,.00199653,.0013474,0,5.4,.01537073,96.4,.02381636,.00798541,.00198372,,-.02714974,.01098371,,-.00899327,.00394903,.011005,,.02116324,.00602183,.06357511,.04091198,.08334208,.04564173,.08346449,,.08683619,.04365811,,.08060307,.05058111,.03174856,,.08536124,.05295243,.0005145,,.54,3.49,3.53,4,4.03,3.77,3.89,,,,,,,2.97,,0,
1963,9,1963.745,18.39647,20.96036,32.9638,-.0032949,.00991971,-.0001756,0,5.5,.0729306,,-.00294747,.00297879,.01768198,,.03209829,.00297506,,.0198814,-.00098613,-.00298897,,.00909833,.00896721,.05744222,.03921383,.10165064,.0367267,.07373724,,.07535373,.04070039,,.06619789,.04467278,.02378693,,.06441188,.06865379,.0004096,,.53,3.48,3.57,4.08,4.09,3.82,3.96,,,,,,,2.97,,0,
1963,10,1963.83,18.34925,20.891345,32.70005,-.00204031,.00688465,.0019304,0,5.5,.00903451,,.01754598,.00691289,.00097472,,.00982423,.0069052,,.00588664,-.0059346,.00795228,,.00201865,.0079073,.06453761,.0370901,.11540942,.05771818,.09204292,,.06630521,.05777631,,.06845297,.04467139,.04401723,,.08828811,.08769087,.0005812,,.51,3.5,3.64,4.11,4.12,3.87,3.97,,,,,,,2.97,,0,
1963,11,1963.912,18.155,20.720399,32.18016,.00612165,.00489126,.0014016,0,5.7,-.09239145,94.4,.00769828,.00098331,.00968198,,.00584346,.00196368,,.00585219,.0059346,-.00099113,,.00845969,.00881783,.05815698,.05036396,.12930188,.06328156,.08136154,,.04865671,.0625218,,.05390966,.02544198,.05654605,,.07480057,.08398582,.0005585,,.51,3.48,3.74,4.12,4.16,3.95,4.01,,,,,,,2.97,,0,
1963,12,1963.997,18.45025,21.038599,32.5307,.01091529,-.00195364,.0015162,0,5.5,-.08421292,,-.00191408,.00588212,.00288374,,-.00291746,.00391938,,-.00585219,-.00098576,.00888068,,-.01446053,.00292334,.05798488,.04661429,.12880779,.05537969,.074531,,.05226757,.05754728,,.05650303,.04018173,.04888426,,.08128292,.08901288,.000438,,.5,3.38,3.81,4.13,4.19,4.01,4.04,,,,,,,2.97,,0,
1964,1,1964.082,18.76843,21.627216,33.28732,.00218236,.00876146,.0020956,0,5.6,.07242984,,.02560343,.0097281,.00191899,,.0019438,.01069536,,.00779658,.01372494,.00977627,,.01713296,.01640236,.06852692,.04878088,.12799893,.07246105,.09196361,,.07084259,.06885882,,.06826533,.02249521,.06617164,,.08963126,.10324134,.0004502,,.44,3.48,3.79,4.17,4.19,4.04,4.07,,,,,,,2.97,,0,
1964,2,1964.159,18.75362,21.832671,33.45394,.00614142,.00675831,.0013946,0,5.4,.12695963,99.5,-.00468932,-.00193953,.00573829,,.01735749,-.00387761,,.01541684,.00679313,-.00390078,,.01476545,.00191256,.07303736,.05125312,.10330123,.06261083,.09720178,,.12713765,.05693621,,.09749569,.02529216,.04855404,,.07999524,.09721952,.0004112,,.47,3.48,3.78,4.15,4.17,4,4.03,,,,,,,2.97,,0,
1964,3,1964.247,18.85168,22.167246,33.81974,.0024197,0,.0005805,0,5.4,-.1821018,,.01215061,-.00486166,-.00765728,,.00095692,-.00194269,,0,-.00387633,-.00293343,,-.00508387,.00761018,.06681889,.04907782,.11505439,.04836481,.05585937,,.11547518,.05020359,,.09297911,.03393453,.04583855,,.08286489,.09097412,.0004502,,.45,3.43,3.91,4.22,4.22,4.12,4.14,,,,,,,2.97,,0,
1964,4,1964.329,18.89835,22.422192,34.06529,.00063764,.01623025,.0008122,0,5.3,-.04655141,,.02297106,.02502593,.02654296,,.01234495,.02212835,,.01140772,0,.02323423,,.02119354,.01598593,.04598674,.05639196,.08958406,.02141988,-.05498721,,.06618106,.03002765,,.06808012,.04177471,.05114502,,.08179067,.08668442,.0006026,,.45,3.47,3.91,4.23,4.24,4.15,4.15,,,,,,,2.97,,0,
1964,5,1964.414,18.85981,22.574331,34.1552,.01269335,.00566721,.000058,0,5.1,.01303621,98.5,.01083813,.00757706,.00559588,,.01312116,.0047455,,.00846847,.00484339,.00952489,,.00150916,.00743337,.07152784,.04005363,.11490175,.05732221,.06345079,,.11464653,.05998963,,.09283139,.05094907,.05495384,,.07701551,.07515462,.0005989,,.44,3.5,3.84,4.2,4.2,4.04,4.05,,,,,,,2.97,,0,
1964,6,1964.496,18.53118,22.300288,33.71429,.00472706,.00281821,.0014486,0,5.2,.05503543,,.00358676,-.00189008,.01018008,,.00556675,-.00094868,,.00653976,.00578023,-.00665873,,.0138159,.01105279,.08521954,.03769139,.13460852,.07166126,.11767724,,.13304086,.07347777,,.11101994,.03967616,.0516869,,.10385116,.08392696,.0004738,,.44,3.5,3.83,4.17,4.17,4.01,4.02,,,,,,,2.97,,0,
1964,7,1964.581,19.01446,22.984352,34.675,.00603575,.00655297,.001273,0,4.9,.00771212,,.0133392,.01407872,.01643854,,.00185275,.01131154,,.00186119,-.00674729,.01327133,,.00001874,.00820664,.08717203,.04150813,.10732042,.07638703,.13269291,,.1438158,.0736239,,.11454195,.02973816,.05580558,,.10215643,.0648369,.0006242,,.43,3.42,3.72,4.19,4.16,3.93,4.03,,,,,,,2.92,,-.01697834,
1964,8,1964.666,18.53807,22.650407,33.8843,.0047141,.00650696,.0007515,0,5,.00447142,100.6,-.00088134,-.00186481,.0072219,,.02914532,-.0009389,,.02023709,.00674598,-.0066126,,.01152722,0,.08661277,.05044458,.12869608,.08101229,.14029942,,.1306622,.08377294,,.10258368,.02389017,.05786373,,.08672189,.06829252,.0006298,,.41,3.5,3.74,4.19,4.18,3.93,4.05,,,,,,,2.92,,0,
1964,9,1964.748,18.65996,22.892222,34.18443,-.00547019,.00370125,.0015589,0,5.1,-.07543257,,.00880569,-.01126723,-.02366043,,.02043581,-.00375756,,.01536482,.00765624,-.00570446,,.01196798,.00272182,.09976217,.05034019,.12969022,.0947791,.17492887,,.15374426,.0981353,,.11799431,.0352918,.0617189,,.09175478,.07221203,.0003918,,.4,3.45,3.84,4.2,4.2,4.01,4.08,,,,,,,2.92,,0,
1964,10,1964.833,18.86952,23.212155,34.49187,.00527383,-.0139475,.0005768,0,5.1,.04633256,,-.00792434,-.02003204,-.10987185,,-.03946989,-.01327074,,-.01901235,.00190559,.01325875,,.00094442,.0036176,.087879,.05601465,.11565905,.06709128,.14677203,,.15036994,.0777682,,.11673106,.03435503,.03571894,,.09130925,.07110323,.0004857,,.39,3.36,3.86,4.19,4.2,4.02,4.07,,,,,,,2.92,,0,
1964,11,1964.915,18.88874,23.22502,34.45161,-.01021668,.03043236,.0014405,0,4.8,-.02525051,99.9,.03301597,.03688563,.12811997,,.05430893,.03192566,,.03060345,.01510895,.00281769,,.00368454,-.00271198,.08998611,.04131072,.11928036,.06571652,.14842234,,.14210334,.08353194,,.112459,.02951163,.03171788,,.09566159,.05757136,.0004111,,.38,3.52,3.91,4.15,4.17,4.04,4.04,,,,,,,2.92,,0,
1964,12,1965,18.45275,22.752985,33.584,.00855305,.01173807,.0014384,0,5,-.0013468,,.01779268,.02022117,.05711019,,.01547687,.01740752,,.01233636,-.01225866,.00561374,,.01237512,.01169567,.09488533,.02714966,.12994694,.07025428,.14702156,,.15017847,.09142486,,.11757442,.03585291,.03929496,,.09331088,.05262043,.0005424,,.37,3.85,4.02,4.18,4.18,4.08,4.09,,,,,,,2.92,,0,
1965,1,1965.082,18.74892,23.269335,34.21982,.0059991,.01071394,.0010918,0,4.9,-.08652142,,-.00168467,.01445386,.01693466,,.01271874,.0108415,,.01131859,.00378693,.01389495,,.01543823,-.00268769,.09768155,.0325007,.13375615,.05617334,.13771442,,.16020306,.08615218,,.12477992,.04167259,.02326808,,.10161465,.03656168,.0001656,,.37,3.9,3.94,4.19,4.19,4.03,4.1,,,,,,,2.92,,0,
