TIME,T,year,month,day,R_Rf,R_Market,R_I_Aero,R_I_Guns,R_I_Steel,R_I_Ships,R_I_Beer,R_I_Toys,R_I_Fin,R_I_Rtail,R_I_Agric,R_I_Food,R_I_Soda,R_I_Smoke,R_I_Fun,R_I_Books,R_I_Hshld,R_I_Clths,R_I_Hlth,R_I_MedEq,R_I_Drugs,R_I_Chems,R_I_Rubbr,R_I_Txtls,R_I_BldMt,R_I_Cnstr,R_I_FabPr,R_I_Mach,R_I_ElcEq,R_I_Autos,R_I_Gold,R_I_Mines,R_I_Coal,R_I_Oil,R_I_Util,R_I_Telcm,R_I_PerSv,R_I_BusSv,R_I_Hardw,R_I_Softw,R_I_Chips,R_I_LabEq,R_I_Paper,R_I_Boxes,R_I_Trans,R_I_Whlsl,R_I_Meals,R_I_Banks,R_I_Insur,R_I_RlEst,R_I_Other,eR_Market,eR_I_Aero,eR_I_Guns,eR_I_Steel,eR_I_Ships,eR_I_Beer,eR_I_Toys,eR_I_Fin,eR_I_Rtail,eR_I_Agric,eR_I_Food,eR_I_Soda,eR_I_Smoke,eR_I_Fun,eR_I_Books,eR_I_Hshld,eR_I_Clths,eR_I_Hlth,eR_I_MedEq,eR_I_Drugs,eR_I_Chems,eR_I_Rubbr,eR_I_Txtls,eR_I_BldMt,eR_I_Cnstr,eR_I_FabPr,eR_I_Mach,eR_I_ElcEq,eR_I_Autos,eR_I_Gold,eR_I_Mines,eR_I_Coal,eR_I_Oil,eR_I_Util,eR_I_Telcm,eR_I_PerSv,eR_I_BusSv,eR_I_Hardw,eR_I_Softw,eR_I_Chips,eR_I_LabEq,eR_I_Paper,eR_I_Boxes,eR_I_Trans,eR_I_Whlsl,eR_I_Meals,eR_I_Banks,eR_I_Insur,eR_I_RlEst,eR_I_Other
1970m10,1970.83,1970,10,31,.0045895,-.0183677,-.1188962,-.0915672,-.0510828,-.0487702,-.0102524,-.0449974,-.0767731,-.0095454,-.039989,0,.0419094,.0985776,-.040822,-.0314907,-.0018016,-.0369752,-.199305,.0124225,.0026964,-.0416557,-.0781778,-.0191828,-.0349021,-.1235245,-.092554,-.0326265,.0010994,-.0286053,.0215658,-.0687072,.0612832,.028879,-.0080322,-.0382212,-.0664604,-.0385329,-.0160278,-.4073669,-.0982746,-.0471964,-.0681718,-.023371,-.0507671,-.0798011,-.0265493,-.0536118,-.1062498,-.1030299,-.2162921,-.02295711,-.12348561,-.09615665,-.05567224,-.05335962,-.01484183,-.04958682,-.08136251,-.01413487,-.04457846,-.00458945,.03731995,.09398811,-.04541145,-.03608012,-.00639107,-.04156469,-.20389441,.00783307,-.00189309,-.04624513,-.08276723,-.02377227,-.03949151,-.12811394,-.09714344,-.03721596,-.00349006,-.03319471,.01697633,-.07329665,.05669378,.02428951,-.01262162,-.04281067,-.07104982,-.0431224,-.02061721,-.41195635,-.10286402,-.05178589,-.07276123,-.02796044,-.05535657,-.08439052,-.03113879,-.05820122,-.11083925,-.10761935,-.22088154
1970m11,1970.912,1970,11,30,.0045895,.0492662,.026934,.1449658,.0192142,.1101988,-.0085363,.0621294,.0674717,.0746435,-.0185714,.0538251,.0645698,.0957646,.101473,.0373921,.0476467,.0246926,.0030952,.012225,.0335315,.0448778,-.0001,.0267393,.0158733,.0146915,.078996,.0282959,.0366212,.0784414,-.0425944,-.0103534,.0850762,.0473606,.0897493,.0593061,-.0534008,.0266419,.0339182,.0947646,.0639133,.0205866,-.0211215,.0134097,.0357532,-.0111621,.0386436,.0465018,.0586462,.0687795,-.0927734,.04467679,.02234455,.14037632,.01462477,.10560934,-.01312578,.05753992,.06288226,.07005409,-.02316084,.04923564,.05998032,.09117517,.09688352,.03280267,.0430572,.02010316,-.00149425,.00763552,.02894203,.04028831,-.00468946,.02214985,.0112839,.0101021,.07440656,.02370642,.03203173,.07385197,-.04718385,-.01494286,.08048672,.04277112,.08515984,.05471665,-.05799023,.02205248,.02932877,.09017512,.05932387,.01599718,-.02571095,.00882023,.03116372,-.01575152,.03405417,.04191238,.05405674,.06419006,-.09736285
1970m12,1970.997,1970,12,31,.0041912,.0595888,.0533512,.0485997,.0717624,.0576083,.0420053,.0506931,.0855353,.0475513,.0116321,.0773313,.022544,.0263498,.0312079,.1135965,.0551508,.132168,.115291,.0141001,.0603422,.0937635,.107598,.1250455,.0880109,.0950374,.0714831,.1158256,.036139,.0600598,-.0330399,.0795503,.0543935,.022055,.0688729,.0662558,.0503128,.052023,.0327576,-.0831642,.0829615,.0303352,.0844331,.0985776,.1008403,.1055305,.0610951,.0789036,.1197367,.1005691,.1067895,.05539759,.04915997,.04440847,.06757116,.05341711,.03781409,.04650191,.08134409,.0433601,.00744088,.07314014,.01835276,.02215857,.02701672,.1094053,.05095964,.12797676,.11109984,.00990892,.05615102,.08957232,.1034068,.12085428,.08381967,.09084621,.0672919,.11163436,.03194784,.05586855,-.03723106,.07535907,.05020228,.01786379,.06468166,.06206459,.04612161,.04783183,.02856636,-.08735545,.07877031,.02614399,.08024186,.09438636,.09664911,.1013393,.0569039,.07471239,.11554548,.09637785,.10259829
1971m1,1971.082,1971,1,31,.0037928,.0508832,.1855663,.1975385,.0420053,.0321767,.0441126,.1024663,.0733434,.0756639,.0575139,.0212721,.0398936,.0559076,.1230138,.052118,.0502177,.1189379,.0414298,.1025566,.034981,.0676586,.0661622,.0610951,.0564748,.1136858,.0983963,.078349,.0725067,.0194104,.0403739,.0614713,.0331446,.0030952,.0290732,.0930349,.0979431,.0773313,.0370067,.1794006,.0874613,.0996643,.0880109,.0331446,.1465217,.1305018,.0681258,.005286,.0850762,.0790884,.1664462,.04709041,.18177348,.19374573,.0382125,.02838393,.04031978,.09867353,.0695506,.07187111,.05372111,.01747934,.03610077,.05211483,.11922098,.04832516,.04642492,.11514513,.03763701,.09876379,.03118817,.06386585,.06236941,.0573023,.05268205,.10989297,.09460353,.07455616,.06871389,.0156176,.03658109,.05767853,.0293518,-.00069759,.02528045,.08924207,.09415028,.07353854,.03321393,.17560783,.08366848,.09587152,.08421808,.0293518,.14272885,.12670901,.06433303,.00149321,.08128338,.0752956,.16265341
1971m2,1971.159,1971,2,28,.0032946,.0172504,.0426763,.0094552,-.0012007,.0379699,.0164637,.0569473,.0093561,.0353671,.0888347,.0243023,.0180364,.0494566,.0578915,.0569473,.0167588,.0587405,.2456875,.0337249,.0055844,.0177417,.0371994,.0616594,.0006998,.0204887,.1148454,.0038924,.0687795,.0018982,.0742722,.0224462,.036814,.0465018,-.0261387,-.0544562,.0763127,.0474559,.0343048,-.0804511,.0069756,.0188218,-.0030045,.0362355,.0271287,.0186255,.0619414,.0104453,.0353671,.0621294,.1181385,.01395579,.03938171,.00616059,-.00449529,.03467536,.01316916,.05365271,.00606153,.03207258,.08554015,.02100773,.0147418,.04616204,.05459691,.05365271,.01346422,.05544593,.24239295,.0304303,.00228981,.01444711,.03390487,.05836481,-.00259481,.0171941,.11155083,.00059785,.06548495,-.00139637,.07097768,.01915162,.03351941,.04320727,-.02943322,-.05775075,.07301811,.04416138,.03101024,-.08374569,.00368105,.01552719,-.00629908,.03294093,.0238341,.0153309,.05864683,.00715069,.03207258,.0588348,.11484396
1971m3,1971.244,1971,3,31,.0029955,.0433468,.024595,-.0248051,.0391246,.0658814,.0262524,.0876445,.0591176,.0613773,.0141001,.0268367,.0736221,.0917584,.1399358,.0439212,.0616594,.0420053,.1108256,.0795503,.0239118,.0312079,.0551508,-.0038072,.0038924,.0652258,.0032946,.0389322,.0202927,.0253753,.0575139,.0607187,.085168,.0257652,.0236189,.0072735,-.0120726,.0791808,.068406,.1548647,.1160927,.041046,.0057832,.0632565,.0299471,.0878277,.087003,.0973082,.0433468,.0584576,.0674717,.0403513,.02159954,-.02780063,.03612905,.06288586,.02325686,.084649,.0561221,.05838177,.01110461,.02384115,.07062663,.08876291,.13694034,.04092568,.05866387,.03900978,.10783005,.07655477,.02091631,.02821242,.05215534,-.00680275,.00089691,.06223027,.00029906,.0359367,.01729719,.0223798,.0545184,.05772323,.08217251,.0227697,.02062336,.00427797,-.01506809,.07618529,.06541052,.1518692,.11309721,.03805046,.00278774,.06026094,.02695157,.0848322,.08400754,.09431268,.04035129,.05546206,.06447621
1971m4,1971.326,1971,4,30,.0027961,.0337249,.0633503,.1202688,.0277124,.0612832,.0148886,.0822249,.0336282,.0540146,.053446,.0121262,.0283931,.0171521,.0320799,.0626931,.0374884,.0278097,-.0133892,.0461199,.040854,.0624113,.0266419,-.0003,.0420053,.0511683,.1413259,.0472652,.0852598,.0833296,.0496469,.036139,.027907,.0427721,-.0360418,.0081666,-.0648586,.0278097,.0132123,.0817643,.0523078,.0148886,.0602481,.0115332,.1101988,.0158733,.0317893,-.0212236,.0701788,.0314018,-.0841428,.03092878,.06055423,.11747274,.02491635,.05848714,.01209253,.07942885,.03083209,.0512185,.05064989,.00933009,.02559699,.01435597,.02928381,.05989698,.03469236,.02501361,-.01618532,.04332385,.03805791,.05961517,.02384584,-.00309613,.03920921,.0483722,.13852985,.04446911,.08246375,.08053352,.04685085,.03334296,.02511087,.039976,-.03883786,.00537048,-.06765466,.02501361,.01041624,.07896822,.04951169,.01209253,.05745199,.00873715,.1074027,.01307726,.02899324,-.02401972,.06738275,.02860568,-.08693885
1971m5,1971.411,1971,5,31,.0028958,-.037598,-.0428031,-.0773131,-.037598,-.0203048,-.0170444,-.0143018,-.0531898,-.0197946,-.0811016,-.0288111,.0186255,-.0802344,.0032946,-.0604934,-.0107577,-.0418642,-.0690286,.0049875,-.0283995,-.0084355,-.0652855,-.0362491,-.0570996,-.0180621,-.0323166,-.045102,-.0286053,-.0500309,-.0422814,-.0145047,-.0813185,-.0474061,-.037598,-.0535063,-.0320068,-.0527681,-.0722482,.1020149,-.0473013,-.0373904,-.0329365,-.023371,-.0372866,-.0314907,.0107421,-.0739695,-.0327298,-.0590072,-.1437549,-.04049383,-.04569893,-.08020891,-.04049383,-.02320056,-.01994024,-.01719759,-.05608563,-.02269043,-.0839974,-.03170688,.01572966,-.0831302,.00039876,-.06338918,-.01365346,-.04476001,-.07192439,.00209174,-.03129528,-.01133128,-.06818127,-.03914494,-.0599954,-.02095795,-.03521241,-.04799778,-.03150106,-.05292674,-.04517719,-.01740049,-.08421432,-.05030193,-.04049383,-.05640207,-.0349026,-.05566387,-.07514396,.09911912,-.05019707,-.04028619,-.0358323,-.02626679,-.04018239,-.03438647,.00784629,-.07686532,-.03562563,-.06190298,-.14665071
1971m6,1971.493,1971,6,30,.0036932,.0026964,-.0193867,-.0495054,-.0486652,.0134097,.0110388,.0205866,.0032946,0,-.007226,.0081666,.0185273,.0005998,-.0104545,-.0116678,.0331446,-.0180621,-.0104545,.0559076,.0102473,-.0023026,-.020713,-.066033,-.0280909,-.0292229,.0066777,.0014989,.0168571,-.0129839,-.0314907,-.0109598,.0527822,.0098513,.0420053,.0104453,.0107421,.0081666,-.0296348,0,-.0132879,.0018982,-.0575232,.0102473,-.0336602,.0205866,.0362355,-.0208151,.0192142,.0186255,.0002,-.00099681,-.02307989,-.05319859,-.05235834,.00971652,.00734568,.01689346,-.0003986,-.00369317,-.01091922,.00447339,.01483413,-.00309335,-.01414763,-.01536098,.02945143,-.02175531,-.01414763,.05221446,.00655414,-.00599582,-.02440621,-.06972614,-.03178405,-.03291603,.00298448,-.0021943,.01316395,-.0166771,-.03518384,-.01465301,.04908901,.00615814,.03831212,.00675209,.00704893,.00447339,-.03332798,-.00369317,-.01698107,-.00179497,-.06121636,.00655414,-.03735337,.01689346,.03254232,-.02450831,.01552105,.01493229,-.00349319
1971m7,1971.578,1971,7,31,.003992,-.0418642,-.1030299,-.0792597,-.0783941,-.0105555,-.0318003,-.1144013,-.022757,-.0294288,-.0724632,-.0022024,-.0196926,.005286,-.0850134,-.0309748,-.0599623,-.0689214,-.1297671,-.0309748,-.0174514,-.0420728,-.0692429,-.0459392,-.0285024,-.1021435,-.0834903,-.0463581,-.0710664,-.0320068,.0143959,-.0581589,-.1185583,-.0205089,-.0217345,-.037598,-.1342173,-.0799094,-.0995994,-.2728591,-.076989,-.0517144,-.0628333,-.0434296,-.0613436,-.0624075,-.0790432,-.0205089,.0042908,-.1090339,-.1782897,-.04585622,-.10702192,-.0832517,-.08238609,-.01454754,-.03579234,-.11839329,-.02674901,-.03342083,-.07645519,-.00619445,-.02368466,.00129398,-.08900539,-.03496683,-.06395436,-.07291347,-.13375908,-.03496683,-.02144342,-.0460648,-.07323492,-.04993125,-.03249438,-.1061355,-.08748233,-.05035015,-.07505847,-.03599882,.01040386,-.06215094,-.12255036,-.0245009,-.02572651,-.04159005,-.13820937,-.0839014,-.10359138,-.27685115,-.08098106,-.05570646,-.06682533,-.04742158,-.06533565,-.06639948,-.08303523,-.0245009,.00029876,-.11302594,-.18228172
1971m8,1971.663,1971,8,31,.004689,.0417176,.034981,.0329511,.0827774,.0915759,.013311,.0899321,.0736221,.0609069,-.0090407,-.0011006,.0694328,.0249853,.0680324,.0398936,.0653195,.0625991,.0400857,-.0044097,.0393169,.0761274,.0456424,.0739937,.0629748,.1084956,.061001,.0881024,.0911196,.0937635,-.0664604,-.0296348,.040662,-.0126801,-.0235757,-.0024029,.0695261,.028879,.0636319,.0431553,.0289761,.0667236,.010841,.0277124,.1500566,.0424846,.0468836,.0554347,.0642885,.0777015,.0208805,.0370286,.03029198,.02826211,.07808844,.08688696,.00862203,.08524312,.06893315,.05621795,-.01372973,-.00578959,.06474379,.02029626,.06334342,.03520458,.06063048,.05791015,.03539674,-.0090987,.03462788,.07143837,.04095337,.06930469,.05828581,.10380661,.05631203,.08341346,.0864306,.08907454,-.07114935,-.0343238,.03597299,-.01736904,-.02826473,-.00709187,.06483707,.02418997,.05894287,.03846628,.02428712,.06203464,.00615203,.02302345,.14536761,.03779562,.0421946,.05074572,.0595995,.07301252,.01619149
1971m9,1971.745,1971,9,30,.0036932,-.0048116,-.001401,.0617534,-.0765571,-.0085363,-.007629,-.0361454,-.0154183,.0053855,-.0431163,-.0013008,.0195085,-.0291199,-.0277824,.0195085,.0157749,-.0022024,.0079682,.0101483,.0056838,.0007997,.0082657,-.0036065,.0204887,-.0091417,.0146915,-.0123763,.0117309,.0022974,-.0268575,-.0256255,-.0838165,-.0160278,-.0150121,.0026964,.0655068,-.0150121,-.0159262,-.1248832,-.0275768,.0252778,-.0351092,-.0024029,-.0045102,-.0030045,.0001,.0158733,-.0246001,.0601539,-.0406137,-.00850473,-.00509415,.05806022,-.08025029,-.0122295,-.0113222,-.03983862,-.01911142,.0016923,-.04680946,-.00499402,.01581529,-.03281307,-.03147555,.01581529,.01208175,-.0058956,.004275,.00645516,.00199064,-.00289349,.00457257,-.00729967,.01679549,-.01283483,.01099838,-.01606944,.00803775,-.00139581,-.03055063,-.02931872,-.08750966,-.01972093,-.01870529,-.00099681,.06181363,-.01870529,-.01961932,-.12857635,-.03126994,.02158463,-.03880235,-.00609606,-.00820333,-.00669768,-.00359318,.01218018,-.02829329,.05646075,-.04430685
1971m10,1971.83,1971,10,31,.0036932,-.041343,-.0620882,-.0847957,-.1076966,-.0753703,.0099503,-.0703152,-.0419685,-.0354199,-.0710664,-.0417599,-.0145047,-.091896,-.0604934,-.0347985,-.0430119,-.0440564,-.0889405,-.0193867,-.0251127,-.0695645,-.0013008,-.0895965,-.0595377,-.0806679,-.1302226,-.0866478,-.0695645,-.0581589,-.2067782,-.1302226,-.1010365,-.0438474,.0201947,-.0184695,-.046882,-.0531898,-.0243952,-.1929781,-.0885034,-.0978334,-.039989,-.041343,-.0194887,-.0374942,-.0229616,.0147901,-.0446836,-.0664604,.0045895,-.04503614,-.06578136,-.08848882,-.11138975,-.07906348,.00625716,-.07400835,-.04566166,-.03911312,-.07475962,-.04545311,-.01819786,-.09558918,-.06418655,-.03849168,-.04670506,-.04774956,-.09263368,-.02307989,-.02880587,-.07325763,-.00499402,-.0932897,-.06323089,-.08436107,-.13391576,-.09034098,-.07325763,-.06185209,-.21047137,-.13391576,-.10472971,-.04754057,.01650154,-.02216269,-.05057516,-.056883,-.02808833,-.1966713,-.09219657,-.10152653,-.04368218,-.04503614,-.02318185,-.04118738,-.02665478,.01109691,-.04837678,-.07015354,.00089628
1971m11,1971.912,1971,11,30,.0036932,-.0009004,.0023971,-.0112632,-.0256255,-.0720332,.0068763,.0006998,.013607,.0037928,-.0306654,.0098513,-.0009004,.0167588,.0237165,-.044579,.0169554,-.0225524,-.075586,.0132123,.006777,-.0144032,-.0452066,-.0530844,-.0385329,-.0602809,-.0634724,-.0222456,-.0209172,-.0056157,.0175452,-.0543506,-.0381173,.0005998,-.012275,.0042908,.007472,-.0121738,.02137,-.1307923,.0318862,-.0772051,-.0288111,-.0050125,-.0050125,-.0282966,.006777,.0214679,.0003,-.0249076,-.0430119,-.00459358,-.00129605,-.01495636,-.02931872,-.07572637,.00318313,-.00299342,.00991383,.00009963,-.03435859,.00615814,-.00459358,.01306561,.02002336,-.04827222,.01326227,-.02624558,-.07927916,.00951916,.00308381,-.0180964,-.04889977,-.05677754,-.04222612,-.0639741,-.0671656,-.02593878,-.02461042,-.00930891,.01385201,-.05804377,-.04181049,-.00309335,-.0159682,.00059761,.00377884,-.01586697,.01767685,-.13448546,.02819302,-.08089824,-.03250425,-.00870571,-.00870571,-.03198977,.00308381,.01777474,-.00339322,-.02860081,-.04670506
1971m12,1971.997,1971,12,31,.0036932,.0869114,.124251,.136801,.1305018,.1167158,.1251337,.1117202,.0865446,.0940366,.0892921,.0710175,.1180497,.0831456,.1658534,.1246924,.0814878,.1013826,.1621189,.0701788,.0746435,.0667236,.1128822,.1384567,.0805657,.0921233,.1427141,.1205348,.1106465,.061001,.0395091,.1288329,.1559776,.0837895,.0780715,.0727857,.1345309,.125222,.1022858,.1810708,.1099301,.1253984,.1192042,.0926703,.0936725,.1323432,.1142211,.0609069,.0197046,.0384512,.1342686,.0832182,.12055779,.13310787,.12680863,.11302263,.12144056,.10802708,.08285143,.09034347,.08559894,.06732432,.11435649,.07945241,.1621602,.12099927,.07779464,.09768944,.15842568,.06648566,.07095037,.06303046,.10918898,.13476357,.07687248,.08843011,.13902093,.11684163,.10695335,.05730785,.03581596,.1251397,.1522844,.08009635,.07437836,.0690925,.13083772,.12152879,.09859263,.17737761,.10623689,.12170523,.11551107,.08897716,.0899793,.12865001,.11052798,.05721377,.01601141,.03475802,.13057545
1972m1,1972.082,1972,1,31,.0028958,.0274206,.1744574,.0957646,.0425804,-.0356272,.0282959,.0699924,.024595,-.0079314,.1351426,.010841,-.0150121,.0563803,.1435807,.0029955,.0315956,.0505981,.0667236,.026155,.0251803,.0433468,.1022858,.0691529,.0110388,.0649447,.0204887,.0328543,.0228372,.0300441,.1456576,.0571362,.0880109,.0003999,-.0032051,.0100493,.0573251,.0586462,.0893836,.0936725,.0678455,.0424846,-.0358345,-.0010005,.0615654,.0677521,.0886517,.0033942,-.0097474,.0293646,.1656839,.02452479,.17156157,.09286882,.03968464,-.03852298,.02540007,.06709657,.02169924,-.01082717,.13224679,.00794522,-.01790792,.05348453,.14068492,.00009971,.02869976,.04770225,.06382783,.02325916,.0222845,.040451,.09938999,.06625705,.00814304,.06204889,.01759286,.02995853,.01994143,.02714832,.14276177,.05424039,.08511507,-.00249588,-.00610093,.00715353,.05442926,.05575039,.08648776,.09077667,.06494974,.03958881,-.03873026,-.0038963,.05866955,.0648563,.0857559,.00049843,-.01264315,.02646881,.16278812
1972m2,1972.159,1972,2,28,.0024969,.0307232,.0265446,.0021976,.0660686,-.0172479,.0626931,.0712038,.0038924,.0548669,.0413339,.0346912,.0430595,.0799196,.0663494,.0651321,.0636319,.0216636,.0978524,.0646635,.0691529,.0258627,.0630687,.0191161,.0306262,.0326608,.0255703,.0359461,.0306262,-.0018016,.02985,.0727857,-.0358345,.0264472,-.0253178,.0023971,.0254728,.0278097,.0129162,-.1060274,.022935,.0670042,.0054849,.0536356,.0314987,.0476467,.0613773,-.0082338,-.0026034,.0556239,.0629748,.02822629,.02404768,-.0002993,.06357172,-.01974477,.06019619,.06870688,.00139553,.05237002,.03883698,.03219436,.04056261,.07742274,.0638525,.06263521,.06113498,.01916676,.09535552,.06216663,.06665598,.02336578,.06057181,.01661924,.02812931,.0301639,.0230734,.03344925,.02812931,-.0042985,.02735314,.07028879,-.03833133,.02395029,-.02781469,-.00009976,.02297591,.02531282,.01041934,-.10852429,.02043809,.06450735,.00298805,.05113867,.02900179,.04514977,.0588804,-.01073069,-.00510027,.05312702,.06047792
1972m3,1972.247,1972,3,31,.0026964,.0089597,-.0073268,.0149871,.0027961,-.023371,-.0231663,-.0003,.0384512,.0211742,.0629748,-.0106566,.0208805,.02985,-.0315939,-.0215301,.040566,-.0244976,-.0220411,.0462154,-.005113,.0240095,-.0027037,-.002002,.0100493,.0016986,-.0035061,.0160702,.0327576,.0468836,.0002,.005286,-.1326175,-.05509,-.001401,-.0033055,-.1270382,-.0139975,.0205866,0,-.0323166,.0536356,.0447821,.0253753,-.0021022,.0101483,.0292675,.0561913,.0566638,.0470744,.0474559,.00626338,-.01002314,.01229077,.00009973,-.02606735,-.02586264,-.00299641,.03575483,.01847787,.06027844,-.01335294,.01818411,.02715366,-.03429023,-.02422648,.0378696,-.02719399,-.02473749,.04351906,-.00780941,.02131309,-.00540001,-.00469836,.00735297,-.0009978,-.0062025,.01337382,.0300612,.04418723,-.00249638,.00258964,-.13531389,-.05778633,-.00409734,-.00600182,-.1297346,-.01669387,.01789027,-.00269636,-.03501296,.05093919,.04208578,.02267894,-.00479857,.00745197,.02657114,.05349492,.05396748,.04437805,.04475958
1972m4,1972.329,1972,4,30,.0028958,.0057832,-.0085363,.0563803,.0020978,-.0446836,.0235212,-.0053141,.0127188,-.0126801,.0356567,.0090588,.0404699,.0621294,.0271287,.031983,.0230327,-.0132879,-.0342809,.0265446,.007869,.0210763,.0314018,-.016231,.0202927,.0119286,.0072735,.0399896,.0598714,-.026036,-.0267547,.0038924,.0418135,-.0074275,-.0283995,-.0106566,-.0574173,-.0127813,.0100493,.155036,.0011993,.0087615,.0656941,-.0195907,.0204887,.0302382,.0196065,.0236189,.0529719,-.0163327,-.1402971,.00288744,-.01143213,.05348453,-.000798,-.04757941,.02062539,-.0082099,.00982297,-.01557586,.03276088,.00616304,.03757413,.05923357,.02423286,.02908724,.0201369,-.0161837,-.03717674,.02364875,.00497316,.01818052,.02850596,-.01912682,.0173969,.00903277,.00437768,.03709384,.05697559,-.02893182,-.02965054,.00099661,.0389177,-.01032332,-.03129528,-.01355238,-.06031307,-.01567714,.00715353,.1521402,-.00169652,.0058657,.0627983,-.02248645,.01759286,.02734238,.01671073,.02072306,.05007608,-.01922846,-.14319289
1972m5,1972.414,1972,5,31,.0029955,.0153811,.0249853,-.0225524,-.0146062,-.0121738,.0484091,.0476467,-.0109598,.012225,-.0415514,-.0039076,.0172504,.0286846,.0687795,.0093561,.0396053,-.0599623,.0051865,.0264472,.0395091,.0132123,.0001,-.0291199,-.0305623,-.0506619,-.066781,.0270313,.0186255,-.0306654,.0589291,.0254728,-.0863207,.0367176,-.0017014,.0123237,-.081644,.0112366,.0397975,-.0716034,.0173486,.0888347,-.0119714,.0413339,.0158733,.0103463,.0429637,-.0242927,-.0272684,.0132123,-.0336602,.01238559,.02198974,-.02554791,-.01760166,-.01516931,.04541363,.04465115,-.01395535,.00922946,-.04454694,-.00690313,.01425484,.02568913,.06578401,.00636059,.03660975,-.06295785,.00219102,.02345166,.03651363,.01021682,-.00289551,-.03211541,-.03355781,-.05365742,-.06977654,.02403583,.01562995,-.03366092,.05593356,.02247729,-.08931622,.03372207,-.00469696,.00932824,-.0846395,.00824112,.03680196,-.07459893,.01435313,.0858392,-.01496688,.03833835,.01287784,.00735078,.03996819,-.0272882,-.03026394,.01021682,-.03665571
1972m6,1972.496,1972,6,30,.0028958,-.0216323,-.0509776,-.1226197,-.0557241,-.0198966,.0590233,-.0338671,-.0294288,-.0422814,.0014989,-.0186733,-.0044097,-.0067225,-.0023026,-.0319036,-.0102524,-.0360418,-.0799094,.0210763,.027907,-.039989,-.0244976,.0066777,-.0319036,-.0477207,-.0417599,-.015723,-.0149106,-.0281937,-.0130852,-.0047111,-.142601,-.008133,-.015723,-.0267547,-.0602809,-.0501361,-.0161294,-.1880177,-.058795,-.015723,-.0422814,-.0092426,-.1010365,-.0548787,-.0019018,-.004912,-.0931026,-.0958503,-.0812101,-.0245281,-.05387336,-.12551552,-.05861995,-.02279243,.05612754,-.03676287,-.03232461,-.04517719,-.00139693,-.02156907,-.00730551,-.00961835,-.00519845,-.03479935,-.01314818,-.03893757,-.08280518,.01818052,.02501115,-.04288481,-.02739344,.00378185,-.03479935,-.05061654,-.04465574,-.01861876,-.01780642,-.03108954,-.01598104,-.00760688,-.14549677,-.01102879,-.01861876,-.02965054,-.06317673,-.05303187,-.01902519,-.19091354,-.06169085,-.01861876,-.04517719,-.01213838,-.10393234,-.05777447,-.00479761,-.00780785,-.09599842,-.09874613,-.08410586
1972m7,1972.581,1972,7,31,.0030952,-.004912,.0165621,.0620354,-.0396768,-.0360418,-.0194887,-.0518198,-.018979,-.020713,-.0656058,-.0086372,.0511683,-.0531898,-.0228593,-.0467772,.0097523,-.0412387,-.0047111,-.0063199,.0415257,-.0030045,-.0504515,-.027474,-.0202027,-.0636856,-.0104545,-.0064206,-.0428031,-.0099493,.0338215,-.0581589,-.117658,-.0095454,.0004999,.0073728,-.0657125,-.0357308,.02137,-.1404122,-.0237805,-.0033055,-.0283995,.0503128,-.0442654,-.0521358,-.0912385,.0342082,-.0500309,-.1168709,-.1228458,-.00800725,.01346688,.05894019,-.04277202,-.03913698,-.02258388,-.05491496,-.02207417,-.02380825,-.06870096,-.0117324,.04807308,-.05628503,-.0259545,-.0498724,.00665709,-.04433395,-.00780628,-.00941513,.03843054,-.00609971,-.05354675,-.03056918,-.02329791,-.06678076,-.01354966,-.00951577,-.04589833,-.01304454,.03072634,-.06125412,-.12075325,-.01264062,-.00259533,.00427755,-.06880775,-.03882601,.01827482,-.14350736,-.02687573,-.00640066,-.03149468,.04721761,-.04736062,-.05523096,-.09433369,.03111297,-.05312614,-.11996615,-.12594104
1972m8,1972.666,1972,8,31,.0028958,.0348844,.0127188,.0689662,.0806579,.0885602,.0505981,-.030253,.0484091,-.0057163,-.0133892,.0192142,-.0060181,-.0277824,-.0186733,-.0006002,-.0080322,-.0001,.0569473,.013311,.0084641,.0730646,.0221528,-.0288111,.0083649,.0135084,.0418135,.047742,.0047885,.042197,-.0148091,.0445909,.1065198,.1174274,.0577971,.050503,-.03335,.0125213,.0273233,-.1542007,.0465018,-.0136933,.0416217,-.0041084,.0076705,.0212721,-.0186733,.0734363,.0640071,-.016536,.0668172,.0319886,.00982297,.0660704,.0777621,.08566438,.04770225,-.03314885,.04551334,-.00861211,-.01628504,.01631842,-.00891388,-.03067818,-.02156907,-.00349598,-.01092797,-.00299581,.05405148,.01041521,.00556828,.07016877,.019257,-.03170688,.00546911,.01061255,.0389177,.04484619,.00189271,.03930125,-.01770492,.04169508,.10362404,.11453161,.05490129,.04760718,-.03624578,.00962548,.02442749,-.15709648,.04360603,-.01658913,.03872587,-.00700423,.0047747,.01837633,-.02156907,.07054051,.06111133,-.01943177,.06392137
